canton_key,canton_name,court_key,court_name,chamber_key,chamber_name
VS,Wallis,VS_BZG,Bezirksgericht,VS_BZG_004,Siders
VS,Wallis,VS_BZG,Bezirksgericht,VS_BZG_005,Sitten
VS,Wallis,VS_BZG,Bezirksgericht,VS_BZG_006,Entremont
VS,Wallis,VS_BZG,Bezirksgericht,VS_BZG_007,Hérens et Conthey
VS,Wallis,VS_BZG,Bezirksgericht,VS_BZG_008,Martigny und St. Maurice
VS,Wallis,VS_BZG,Bezirksgericht,VS_BZG_009,Monthey
VS,Wallis,VS_BZG,Bezirksgericht,VS_BZG_999,andere
VS,Wallis,VS_AG,Arbeitsgericht,VS_AG_001,
VS,Wallis,VS_SRK,Kantonale Steuerrekurskommission,VS_SRK_001,
VS,Wallis,VS_TC,Kantonsgericht,VS_TC_001,
VS,Wallis,VS_XX,Sonstiges,VS_XX_001,
ZG,Zug,ZG_VG,Verwaltungsgericht,ZG_VG_001,Sozialversicherungsrechtliche Kammer
ZG,Zug,ZG_VG,Verwaltungsgericht,ZG_VG_002,Abgaberechtliche Kammer
ZG,Zug,ZG_VG,Verwaltungsgericht,ZG_VG_003,Fürsorgerechtliche Kammer
ZG,Zug,ZG_VG,Verwaltungsgericht,ZG_VG_004,Vergabekammer
ZG,Zug,ZG_VG,Verwaltungsgericht,ZG_VG_999,sonstige Kammern
ZG,Zug,ZG_XX,unbekanntes Gericht,ZG_XX_001,
ZH,Zürich,ZH_BK,Bezirksgerichte,ZH_BK_004,Mietgericht
ZH,Zürich,ZH_OG,Obergericht,ZH_OG_001,Zivilkammern
ZH,Zürich,ZH_OG,Obergericht,ZH_OG_002,Strafkammern
ZH,Zürich,ZH_OG,Obergericht,ZH_OG_003,Zwangsmassnahmengericht
ZH,Zürich,ZH_OG,Obergericht,ZH_OG_004,Verwaltungskommission
ZH,Zürich,ZH_OG,Obergericht,ZH_OG_005,Aufsichtskommission über die Anwältinnen und Anwälte
ZH,Zürich,ZH_OG,Obergericht,ZH_OG_999,Weitere Kammern
ZH,Zürich,ZH_KSG,Kassationsgericht,ZH_KSG_001,
ZH,Zürich,ZH_HG,Handelsgericht,ZH_HG_001,
ZH,Zürich,ZH_SOBE,Andere Behörden und Gerichte,ZH_SOBE_001,
ZH,Zürich,ZH_VG,Verwaltungsgericht,ZH_VG_001,
ZH,Zürich,ZH_SRK,Steuerrekursgericht,ZH_SRK_001,
ZH,Zürich,ZH_BRK,Baurekursgericht,ZH_BRK_001,
ZH,Zürich,ZH_SVG,Sozialverischerungsgericht,ZH_SVG_001,
ZH,Zürich,ZH_XX,unbekanntes Gericht,ZH_XX_001,
